Mod:Item:MetaData, Localized Name
bloodmagic:demon_brick_2:8, Vengeful Stone Tiles
bloodmagic:demon_brick_2:9, Steadfast Stone Tiles
bloodmagic:demon_brick_2:10, Accented Raw Stone Tiles
bloodmagic:demon_brick_2:11, Accented Corrosive Stone Tiles
bloodmagic:demon_brick_2:12, Accented Destructive Stone Tiles
bloodmagic:demon_brick_2:13, Accented Vengeful Stone Tiles
bloodmagic:demon_brick_2:14, Accented Steadfast Stone Tiles
bloodmagic:demon_extras:0, Raw Stone
bloodmagic:demon_extras:1, Corrosive Stone
bloodmagic:demon_extras:2, Destructive Stone
bloodmagic:demon_extras:3, Vengeful Stone
bloodmagic:demon_extras:4, Steadfast Stone
bloodmagic:demon_extras:5, Polished Raw Stone
bloodmagic:demon_extras:6, Polished Corrosive Stone
bloodmagic:demon_extras:7, Polished Destructive Stone
bloodmagic:demon_extras:8, Polished Vengeful Stone
bloodmagic:demon_extras:9, Polished Steadfast Stone
bloodmagic:demon_extras:10, Raw Demon Alloy
bloodmagic:demon_extras:11, Corrosive Demon Alloy
bloodmagic:demon_extras:12, Destructive Demon Alloy
bloodmagic:demon_extras:13, Vengeful Demon Alloy
bloodmagic:demon_extras:14, Steadfast Demon Alloy
bloodmagic:demon_pillar_1:0, Raw Stone Pillar
bloodmagic:demon_pillar_1:1, Corrosive Stone Pillar
bloodmagic:demon_pillar_1:2, Destructive Stone Pillar
bloodmagic:demon_pillar_1:3, Vengeful Stone Pillar
bloodmagic:demon_pillar_1:4, Steadfast Stone Pillar
bloodmagic:demon_pillar_2:0, Accented Raw Stone Pillar
bloodmagic:demon_pillar_2:1, Accented Corrosive Stone Pillar
bloodmagic:demon_pillar_2:2, Accented Destructive Stone Pillar
bloodmagic:demon_pillar_2:3, Accented Vengeful Stone Pillar
bloodmagic:demon_pillar_2:4, Accented Steadfast Stone Pillar
bloodmagic:demon_pillar_cap_1:0, Raw Stone Pillar Cap
bloodmagic:demon_pillar_cap_1:1, Corrosive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:0, Destructive Stone Pillar Cap
bloodmagic:demon_pillar_cap_2:1, Vengeful Stone Pillar Cap
bloodmagic:demon_pillar_cap_3, tile.bloodmagic.pillarCap3..name
bloodmagic:demon_light:0, Raw Demon Eye
bloodmagic:demon_light:1, Corrosive Demon Eye
bloodmagic:demon_light:2, Destructive Demon Eye
bloodmagic:demon_light:3, Vengeful Demon Eye
bloodmagic:demon_light:4, Steadfast Demon Eye
bloodmagic:demon_wall_1:0, Raw Stone Brick Wall
bloodmagic:demon_wall_1:1, Corrosive Stone Brick Wall
bloodmagic:demon_wall_1:2, Destructive Stone Brick Wall
bloodmagic:demon_wall_1:3, Vengeful Stone Brick Wall
bloodmagic:demon_wall_1:4, Steadfast Stone Brick Wall
bloodmagic:demon_wall_1:5, Raw Small Stone Brick Wall
bloodmagic:demon_wall_1:6, Corrosive Small Stone Brick Wall
bloodmagic:demon_wall_1:7, Destructive Small Stone Brick Wall
bloodmagic:demon_wall_1:8, Vengeful Small Stone Brick Wall
bloodmagic:demon_wall_1:9, Steadfast Small Stone Brick Wall
bloodmagic:demon_wall_1:10, Raw Stone Wall
bloodmagic:demon_wall_1:11, Corrosive Stone Wall
bloodmagic:demon_wall_1:12, Destructive Stone Wall
bloodmagic:demon_wall_1:13, Vengeful Stone Wall
bloodmagic:demon_wall_1:14, Steadfast Stone Wall
bloodmagic:demon_stairs_1:0, Raw Stone Stairs
bloodmagic:demon_stairs_1:1, Corrosive Stone Stairs
bloodmagic:demon_stairs_2:0, Destructive Stone Stairs
bloodmagic:demon_stairs_2:1, Vengeful Stone Stairs
bloodmagic:demon_stairs_3, tile.bloodmagic.stairs3..name
bloodmagic:inversion_pillar:0, Raw Inversion Pillar
bloodmagic:inversion_pillar:1, Corrosive Inversion Pillar
bloodmagic:inversion_pillar:2, Destructive Inversion Pillar
bloodmagic:inversion_pillar:3, Vengeful Inversion Pillar
bloodmagic:inversion_pillar:4, Steadfast Inversion Pillar
bloodmagic:inversion_pillar_end:0, Raw Inversion Pillar Base
bloodmagic:inversion_pillar_end:1, Raw Inversion Pillar Cap
bloodmagic:inversion_pillar_end:2, Corrosive Inversion Pillar Base
bloodmagic:inversion_pillar_end:3, Corrosive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:4, Destructive Inversion Pillar Base
bloodmagic:inversion_pillar_end:5, Destructive Inversion Pillar Cap
bloodmagic:inversion_pillar_end:6, Vengeful Inversion Pillar Base
bloodmagic:inversion_pillar_end:7, Vengeful Inversion Pillar Cap
bloodmagic:inversion_pillar_end:8, Steadfast Inversion Pillar Base
bloodmagic:inversion_pillar_end:9, Steadfast Inversion Pillar Cap
bloodmagic:blood_orb:0, Weak Blood Orb
bloodmagic:blood_orb:0, Apprentice Blood Orb
bloodmagic:blood_orb:0, Magician Blood Orb
bloodmagic:blood_orb:0, Master Blood Orb
bloodmagic:blood_orb:0, Archmage Blood Orb
bloodmagic:activation_crystal:0, Weak Activation Crystal
bloodmagic:activation_crystal:1, Awakened Activation Crystal
bloodmagic:activation_crystal:2, Creative Activation Crystal
bloodmagic:slate:0, Blank Slate
bloodmagic:slate:1, Reinforced Slate
bloodmagic:slate:2, Imbued Slate
bloodmagic:slate:3, Demonic Slate
bloodmagic:slate:4, Ethereal Slate
bloodmagic:inscription_tool:1, Elemental Inscription Tool: Water
bloodmagic:inscription_tool:2, Elemental Inscription Tool: Fire
bloodmagic:inscription_tool:3, Elemental Inscription Tool: Earth
bloodmagic:inscription_tool:4, Elemental Inscription Tool: Air
bloodmagic:inscription_tool:5, Elemental Inscription Tool: Dusk
bloodmagic:sacrificial_dagger:0, Sacrificial Dagger
bloodmagic:sacrificial_dagger:1, Creative Sacrificial Dagger
bloodmagic:pack_sacrifice, Coat of Arms
bloodmagic:pack_self_sacrifice, Blood Letter's Pack
bloodmagic:dagger_of_sacrifice, Dagger of Sacrifice
bloodmagic:ritual_diviner:0, Ritual Diviner
bloodmagic:ritual_diviner:1, Ritual Diviner [Dusk]
bloodmagic:ritual_diviner:2, Ritual Diviner [Dawn]
bloodmagic:ritual_dismantler, Ritual Dismantler
bloodmagic:ritual_reader, Ritual Tinkerer
bloodmagic:lava_crystal, Lava Crystal
bloodmagic:bound_sword, Bound Blade
bloodmagic:bound_pickaxe, Bound Pickaxe
bloodmagic:bound_axe, Bound Axe
bloodmagic:bound_shovel, Bound Shovel
bloodmagic:sigil_divination, Divination Sigil
bloodmagic:sigil_air, Air Sigil
bloodmagic:sigil_water, Water Sigil
bloodmagic:sigil_lava, Lava Sigil
bloodmagic:sigil_void, Void Sigil
bloodmagic:sigil_green_grove, Sigil of the Green Grove
bloodmagic:sigil_blood_light, Sigil of the Blood Lamp
bloodmagic:sigil_elemental_affinity, Sigil of Elemental Affinity
bloodmagic:sigil_magnetism, Sigil of Magnetism
bloodmagic:sigil_suppression, Sigil of Suppression
bloodmagic:sigil_haste, Sigil of Haste
bloodmagic:sigil_fast_miner, Sigil of the Fast Miner
bloodmagic:sigil_seer, Seer's Sigil
bloodmagic:sigil_phantom_bridge, Sigil of the Phantom Bridge
bloodmagic:sigil_whirlwind, Sigil of the Whirlwind
bloodmagic:sigil_compression, Sigil of Compression
bloodmagic:sigil_ender_severance, Sigil of Ender Severance
bloodmagic:sigil_holding, Sigil of Holding
bloodmagic:sigil_teleposition, Teleposition Sigil
bloodmagic:sigil_transposition, Transposition Sigil
bloodmagic:sigil_claw, Sigil of the Claw
bloodmagic:sigil_bounce, Sigil of Elasticity
bloodmagic:sigil_frost, Sigil of Winter's Breath
bloodmagic:component:0, Water Reagent
bloodmagic:component:1, Lava Reagent
bloodmagic:component:2, Air Reagent
bloodmagic:component:3, Mining Reagent
bloodmagic:component:4, Void Reagent
bloodmagic:component:5, Growth Reagent
bloodmagic:component:6, Elemental Affinity Reagent
bloodmagic:component:7, Sight Reagent
bloodmagic:component:8, Binding Reagent
bloodmagic:component:9, Suppression Reagent
bloodmagic:component:10, Frame Parts
bloodmagic:component:11, Blood Lamp Reagent
bloodmagic:component:12, Magnetism Reagent
bloodmagic:component:13, Haste Reagent
bloodmagic:component:14, Compression Reagent
bloodmagic:component:15, Phantom Bridge Reagent
bloodmagic:component:16, Severance Reagent
bloodmagic:component:17, Teleposition Reagent
bloodmagic:component:18, Transposition Reagent
bloodmagic:component:19, Iron Sand
bloodmagic:component:20, Gold Sand
bloodmagic:component:21, Coal Sand
bloodmagic:component:22, Plant Oil
bloodmagic:component:23, Sulfur
bloodmagic:component:24, Saltpeter
bloodmagic:component:25, Neuro Toxin
bloodmagic:component:26, Antiseptic
bloodmagic:component:27, Holding Reagent
bloodmagic:component:28, Simple Lengthening Catalyst
bloodmagic:component:29, Simple Power Catalyst
bloodmagic:component:30, Claw Reagent
bloodmagic:component:31, Elasticity Reagent
bloodmagic:component:32, Frost Reagent
bloodmagic:item_demon_crystal:0, Demon Will Crystal
bloodmagic:item_demon_crystal:1, Corrosive Will Crystal
bloodmagic:item_demon_crystal:2, Destructive Will Crystal
bloodmagic:item_demon_crystal:3, Vengeful Will Crystal
bloodmagic:item_demon_crystal:4, Steadfast Will Crystal
bloodmagic:teleposition_focus:0, Teleposition Focus
bloodmagic:teleposition_focus:1, Enhanced Teleposition Focus
bloodmagic:teleposition_focus:2, Reinforced Teleposition Focus
bloodmagic:teleposition_focus:3, Demonic Teleposition Focus
bloodmagic:experience_tome, Tome of Peritia
bloodmagic:blood_shard:0, Weak Blood Shard
bloodmagic:blood_shard:1, Demon Blood Shard
bloodmagic:living_armour_helmet, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_chest, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_leggings, item.bloodmagic.livingArmour..name
bloodmagic:living_armour_boots, item.bloodmagic.livingArmour..name
bloodmagic:sentient_armour_helmet, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_chest, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_leggings, item.bloodmagic.sentientArmour..name
bloodmagic:sentient_armour_boots, item.bloodmagic.sentientArmour..name
bloodmagic:altar_maker, Altar Maker
bloodmagic:upgrade_trainer:0, Living Armour Training Bracelet
bloodmagic:arcane_ashes, Arcane Ashes
bloodmagic:monster_soul:0, Demonic Will
bloodmagic:monster_soul:1, Corrosive Demonic Will
bloodmagic:monster_soul:2, Destructive Demonic Will
bloodmagic:monster_soul:3, Vengeful Demonic Will
bloodmagic:monster_soul:4, Steadfast Demonic Will
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_gem:0, Petty Tartaric Gem
bloodmagic:soul_gem:1, Lesser Tartaric Gem
bloodmagic:soul_gem:2, Common Tartaric Gem
bloodmagic:soul_gem:3, Greater Tartaric Gem
bloodmagic:soul_gem:4, Grand Tartaric Gem
bloodmagic:soul_snare:0, Rudimentary Snare
bloodmagic:sentient_sword, Sentient Sword
bloodmagic:sentient_bow, Sentient Bow
bloodmagic:sentient_armour_gem, Sentient Armour Gem
bloodmagic:sentient_axe, Sentient Axe
bloodmagic:sentient_pickaxe, Sentient Pickaxe
bloodmagic:sentient_shovel, Sentient Shovel
bloodmagic:node_router, Node Router
bloodmagic:base_item_filter:0, Precise Item Filter
bloodmagic:base_item_filter:1, NBT Item Filter
bloodmagic:base_item_filter:2, Mod Item Filter
bloodmagic:base_item_filter:3, Ore Dictionary Item Filter
bloodmagic:base_fluid_filter:0, Fluid Filter
bloodmagic:cutting_fluid:0, Basic Cutting Fluid
bloodmagic:cutting_fluid:1, Explosive Powder
bloodmagic:sanguine_book, Inspectoris Scandalum
bloodmagic:points_upgrade, item.bloodmagic.living_point_upgrade.name
bloodmagic:demon_will_gauge, Demon Will Aura Gauge
bloodmagic:potion_flask, Potion Flask
bloodmagic:alchemic_vial, item.bloodmagic.alchemic_vial.name
bloodmagic:icarus_scroll, Scroll of Icarus
car:tar, Asphalt
car:tar_slope, Asphalt Slope
car:tar_slope_flat_upper, Upper Asphalt Slope (Flat)
car:tar_slope_flat_lower, Lower Asphalt Slope (Flat)
car:tar_slab, Asphalt Slab
car:fuelstation, Fuel Station
car:canola_oil, Canola Oil
car:oilmill, Oil Mill
car:blastfurnace, Blast Furnace
car:methanol, Methanol
car:backmix_reactor, Backmix Reactor
car:canola_methanol_mix, Canola Methanol Mix
car:glycerin, Glycerin
car:bio_diesel, Bio Diesel
car:generator, Generator
car:split_tank, Split Tank
car:tank, Tank
car:crash_barrier, Crash Barrier
car:car_workshop, Car Workshop
car:car_workshop_outter, Car Workshop Part
car:cable, Cable
car:fluid_pipe, Fluid Pipe
car:fluid_extractor, Fluid Extractor
car:dynamo, Dynamo
car:crank, Crank
car:sign, Sign
car:sign_post, Sign Post
car:arrow_front_left_right_long, Long Arrow Left Right
car:arrow_long, Long Arrow
car:arrow_left, Long Arrow Left
car:arrow_right, Long Arrow Right
car:arrow_left_right_long, Long Arrow Left Right
car:arrow_front_left_long, Long Arrow Left
car:arrow_front_right_long, Long Arrow Right
car:arrow_left_dia, Long Arrow Left Diagonal
car:arrow_right_dia, Arrow Right Diagonal
car:arrow_front_left_right, Arrow Left Right
car:arrow, Arrow
car:arrow_left_short, Arrow Left
car:arrow_right_short, Arrow Right
car:arrow_left_right, Arrow Left Right
car:arrow_front_left, Arrow Left
car:arrow_front_right, Arrow Right
car:arrow_left_dia_short, Arrow Left Diagonal
car:arrow_right_dia_short, Arrow Right Diagonal
car:line_middle, Middle Line
car:line_long, Long Line
car:line_end, End Line
car:line_side_middle, Middle Side Line
car:line_side_long, Long Side Line
car:line_side_start, Start Side Line
car:line_side_end, End Side Line
car:line_side_long_left, Long Corner Side Line
car:line_side_long_left_front, Long Corner Side Line
car:line_middle_edge, Middle Edge Line
car:line_corner, Corner Line
car:line_double, Double Line
car:line_double_middle, Middle Double Line
car:line_double_end, End Double Line
car:arrow_zebras, Zebras
car:arrow_p, Parking
car:arrow_no_parking, No Parking
car:arrow_cross, Cross
car:arrow_front_left_right_long_yellow, Long Arrow Left Right
car:arrow_long_yellow, Long Arrow
car:arrow_left_yellow, Long Arrow Left
car:arrow_right_yellow, Long Arrow Right
car:arrow_left_right_long_yellow, Long Arrow Left Right
car:arrow_front_left_long_yellow, Long Arrow Left
car:arrow_front_right_long_yellow, Long Arrow Right
car:arrow_left_dia_yellow, Long Arrow Left Diagonal
car:arrow_right_dia_yellow, Long Arrow Right Diagonal
car:arrow_front_left_right_yellow, Arrow Left Right
car:arrow_yellow, Arrow
car:arrow_left_short_yellow, Arrow Left
car:arrow_right_short_yellow, Arrow Right
car:arrow_left_right_yellow, Arrow Left Right
car:arrow_front_left_yellow, Arrow Left
car:arrow_front_right_yellow, Arrow Right
car:arrow_left_dia_short_yellow, Arrow Left Diagonal
car:arrow_right_dia_short_yellow, Arrow Right Diagonal
car:line_middle_yellow, Middle Line
car:line_long_yellow, Long Line
car:line_end_yellow, End Line
car:line_side_middle_yellow, Middle Side Line
car:line_side_long_yellow, Long Side Line
car:line_side_start_yellow, Start Side Line
car:line_side_end_yellow, End Side Line
car:line_side_long_left_yellow, Long Corner Side Line
car:line_side_long_left_front_yellow, Long Corner Side Line
car:line_middle_edge_yellow, Middle Edge Line
car:line_corner_yellow, Corner Line
car:line_double_yellow, Double Line
car:line_double_middle_yellow, Middle Double Line
car:line_double_end_yellow, End Double Line
car:arrow_zebras_yellow, Zebras
car:arrow_p_yellow, Parking
car:arrow_no_parking_yellow, No Parking
car:arrow_cross_yellow, Cross
car:painter, Painter
car:painter_yellow, Yellow Painter
car:canola_seeds, Canola Seeds
car:canola, Canola
car:rapecake, Canola Cake
car:iron_stick, Iron Stick
car:engine_piston, Engine Piston
car:engine_3_cylinder, 3 Cylinder Engine
car:engine_6_cylinder, 6 Cylinder Engine
car:car_seat, Car Seat
car:windshield, Windshield
car:wheel, Wheel
car:axle, Axle
car:container, Container
car:car_body_part_wood:0, Oak Car Body part
car:car_body_part_wood:1, Spruce Car Body part
car:car_body_part_wood:2, Birch Car Body part
car:car_body_part_wood:3, Jungle Car Body part
car:car_body_part_wood:4, Acacia Car Body part
car:car_body_part_wood:5, Dark Oak Car Body part
car:car_tank, Car Tank
car:control_unit, Control Unit
car:canister, Canister
car:repair_kit, Repair Kit
car:wrench, Wrench
car:screw_driver, Screw Driver
car:hammer, Hammer
car:cable_insulator, Cable Insulator
car:key, Key
car:battery, Battery
car:number_plate, Number Plate
conarm:helmet_core:0, Wooden Helmet Core
conarm:helmet_core:0, Stone Helmet Core
conarm:helmet_core:0, Flint Helmet Core
conarm:helmet_core:0, Cactus Helmet Core
conarm:helmet_core:0, Bone Helmet Core
conarm:helmet_core:0, Obsidian Helmet Core
conarm:helmet_core:0, Prismarine Helmet Core
conarm:helmet_core:0, End Helmet Core
conarm:helmet_core:0, Paper Helmet Core
conarm:helmet_core:0, Sponge Helmet Core
conarm:helmet_core:0, Firewood Helmet Core
conarm:helmet_core:0, Iron Helmet Core
conarm:helmet_core:0, Pig Iron Helmet Core
conarm:helmet_core:0, Knightslime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Slime Helmet Core
conarm:helmet_core:0, Magma Slime Helmet Core
conarm:helmet_core:0, Netherrack Helmet Core
conarm:helmet_core:0, Cobalt Helmet Core
conarm:helmet_core:0, Ardite Helmet Core
conarm:helmet_core:0, Manyullyn Helmet Core
conarm:helmet_core:0, Copper Helmet Core
conarm:helmet_core:0, Bronze Helmet Core
conarm:helmet_core:0, Lead Helmet Core
conarm:helmet_core:0, Silver Helmet Core
conarm:helmet_core:0, Electrum Helmet Core
conarm:helmet_core:0, Steel Helmet Core
conarm:armor_trim:0, Wooden Armor Trim
conarm:armor_trim:0, Stone Armor Trim
conarm:armor_trim:0, Flint Armor Trim
conarm:armor_trim:0, Cactus Armor Trim
conarm:armor_trim:0, Bone Armor Trim
conarm:armor_trim:0, Obsidian Armor Trim
conarm:armor_trim:0, Prismarine Armor Trim
conarm:armor_trim:0, End Armor Trim
conarm:armor_trim:0, Paper Armor Trim
conarm:armor_trim:0, Sponge Armor Trim
conarm:armor_trim:0, Firewood Armor Trim
conarm:armor_trim:0, Iron Armor Trim
conarm:armor_trim:0, Pig Iron Armor Trim
conarm:armor_trim:0, Knightslime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Slime Armor Trim
conarm:armor_trim:0, Magma Slime Armor Trim
conarm:armor_trim:0, Netherrack Armor Trim
conarm:armor_trim:0, Cobalt Armor Trim
conarm:armor_trim:0, Ardite Armor Trim
conarm:armor_trim:0, Manyullyn Armor Trim
conarm:armor_trim:0, Copper Armor Trim
conarm:armor_trim:0, Bronze Armor Trim
conarm:armor_trim:0, Lead Armor Trim
conarm:armor_trim:0, Silver Armor Trim
conarm:armor_trim:0, Electrum Armor Trim
conarm:armor_trim:0, Steel Armor Trim
conarm:armor_plate:0, Wooden Armor Plates
conarm:armor_plate:0, Stone Armor Plates
conarm:armor_plate:0, Flint Armor Plates
conarm:armor_plate:0, Cactus Armor Plates
conarm:armor_plate:0, Bone Armor Plates
conarm:armor_plate:0, Obsidian Armor Plates
conarm:armor_plate:0, Prismarine Armor Plates
conarm:armor_plate:0, End Armor Plates
conarm:armor_plate:0, Paper Armor Plates
conarm:armor_plate:0, Sponge Armor Plates
conarm:armor_plate:0, Firewood Armor Plates
conarm:armor_plate:0, Iron Armor Plates
conarm:armor_plate:0, Pig Iron Armor Plates
conarm:armor_plate:0, Knightslime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Slime Armor Plates
conarm:armor_plate:0, Magma Slime Armor Plates
conarm:armor_plate:0, Netherrack Armor Plates
conarm:armor_plate:0, Cobalt Armor Plates
conarm:armor_plate:0, Ardite Armor Plates
conarm:armor_plate:0, Manyullyn Armor Plates
conarm:armor_plate:0, Copper Armor Plates
conarm:armor_plate:0, Bronze Armor Plates
conarm:armor_plate:0, Lead Armor Plates
conarm:armor_plate:0, Silver Armor Plates
conarm:armor_plate:0, Electrum Armor Plates
conarm:armor_plate:0, Steel Armor Plates
conarm:chest_core:0, Wooden Chestplate Core
conarm:chest_core:0, Stone Chestplate Core
conarm:chest_core:0, Flint Chestplate Core
conarm:chest_core:0, Cactus Chestplate Core
conarm:chest_core:0, Bone Chestplate Core
conarm:chest_core:0, Obsidian Chestplate Core
conarm:chest_core:0, Prismarine Chestplate Core
conarm:chest_core:0, End Chestplate Core
conarm:chest_core:0, Paper Chestplate Core
conarm:chest_core:0, Sponge Chestplate Core
conarm:chest_core:0, Firewood Chestplate Core
conarm:chest_core:0, Iron Chestplate Core
conarm:chest_core:0, Pig Iron Chestplate Core
conarm:chest_core:0, Knightslime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Slime Chestplate Core
conarm:chest_core:0, Magma Slime Chestplate Core
conarm:chest_core:0, Netherrack Chestplate Core
conarm:chest_core:0, Cobalt Chestplate Core
conarm:chest_core:0, Ardite Chestplate Core
conarm:chest_core:0, Manyullyn Chestplate Core
conarm:chest_core:0, Copper Chestplate Core
conarm:chest_core:0, Bronze Chestplate Core
conarm:chest_core:0, Lead Chestplate Core
conarm:chest_core:0, Silver Chestplate Core
conarm:chest_core:0, Electrum Chestplate Core
conarm:chest_core:0, Steel Chestplate Core
conarm:leggings_core:0, Wooden Leggings Core
conarm:leggings_core:0, Stone Leggings Core
conarm:leggings_core:0, Flint Leggings Core
conarm:leggings_core:0, Cactus Leggings Core
conarm:leggings_core:0, Bone Leggings Core
conarm:leggings_core:0, Obsidian Leggings Core
conarm:leggings_core:0, Prismarine Leggings Core
conarm:leggings_core:0, End Leggings Core
conarm:leggings_core:0, Paper Leggings Core
conarm:leggings_core:0, Sponge Leggings Core
conarm:leggings_core:0, Firewood Leggings Core
conarm:leggings_core:0, Iron Leggings Core
conarm:leggings_core:0, Pig Iron Leggings Core
conarm:leggings_core:0, Knightslime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Slime Leggings Core
conarm:leggings_core:0, Magma Slime Leggings Core
conarm:leggings_core:0, Netherrack Leggings Core
conarm:leggings_core:0, Cobalt Leggings Core
conarm:leggings_core:0, Ardite Leggings Core
conarm:leggings_core:0, Manyullyn Leggings Core
conarm:leggings_core:0, Copper Leggings Core
conarm:leggings_core:0, Bronze Leggings Core
conarm:leggings_core:0, Lead Leggings Core
conarm:leggings_core:0, Silver Leggings Core
conarm:leggings_core:0, Electrum Leggings Core
conarm:leggings_core:0, Steel Leggings Core
conarm:boots_core:0, Wooden Boots Core
conarm:boots_core:0, Stone Boots Core
conarm:boots_core:0, Flint Boots Core
conarm:boots_core:0, Cactus Boots Core
conarm:boots_core:0, Bone Boots Core
conarm:boots_core:0, Obsidian Boots Core
conarm:boots_core:0, Prismarine Boots Core
conarm:boots_core:0, End Boots Core
conarm:boots_core:0, Paper Boots Core
conarm:boots_core:0, Sponge Boots Core
conarm:boots_core:0, Firewood Boots Core
conarm:boots_core:0, Iron Boots Core
conarm:boots_core:0, Pig Iron Boots Core
conarm:boots_core:0, Knightslime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Slime Boots Core
conarm:boots_core:0, Magma Slime Boots Core
conarm:boots_core:0, Netherrack Boots Core
conarm:boots_core:0, Cobalt Boots Core
conarm:boots_core:0, Ardite Boots Core
conarm:boots_core:0, Manyullyn Boots Core
conarm:boots_core:0, Copper Boots Core
conarm:boots_core:0, Bronze Boots Core
conarm:boots_core:0, Lead Boots Core
conarm:boots_core:0, Silver Boots Core
conarm:boots_core:0, Electrum Boots Core
conarm:boots_core:0, Steel Boots Core
conarm:helmet, Helmet
conarm:chestplate, Chestplate
conarm:leggings, Leggings
conarm:boots, Boots
conarm:book, Materials and You - Armory Addendum
conarm:invisible_ink, Invisible Ink
conarm:resist_mat, Resistance
conarm:resist_mat_fire, Fire Resistance
conarm:resist_mat_proj, Projectile Resistance
conarm:resist_mat_blast, Blast Resistance
conarm:gauntlet_mat, Gauntlet (Base)
conarm:gauntlet_mat_speed, Gauntlet of Dexterity
conarm:gauntlet_mat_attack, Gauntlet of Power
conarm:gauntlet_mat_reach, Gauntlet of Far Reach
conarm:frosty_soles, Frosty Soles
conarm:travel_belt_base, Traveller's Belt (Base)
conarm:travel_belt, Traveller's Belt (Storage)
conarm:travel_potion, Traveller's Belt (Alchemy)
conarm:travel_sack, Traveller's Knapsack
conarm:travel_goggles_base, Traveller's Goggles (Base)
conarm:travel_goggles, Traveller's Goggles (Zoom)
conarm:travel_night, Traveller's Goggles (Night Vision)
conarm:travel_cloak, Traveller's Cloak (Base)
conarm:travel_sneak, Traveller's Cloak (Invisibility)
conarm:travel_slowfall, Traveller's Cloak (Slow Fall)
conarm:travel_soul, Traveller's Goggles (Soul Sight)
conarm:polishing_kit:0, Wooden Polishing Kit
conarm:polishing_kit:0, Stone Polishing Kit
conarm:polishing_kit:0, Flint Polishing Kit
conarm:polishing_kit:0, Cactus Polishing Kit
conarm:polishing_kit:0, Bone Polishing Kit
conarm:polishing_kit:0, Obsidian Polishing Kit
conarm:polishing_kit:0, Prismarine Polishing Kit
conarm:polishing_kit:0, End Polishing Kit
conarm:polishing_kit:0, Paper Polishing Kit
conarm:polishing_kit:0, Sponge Polishing Kit
conarm:polishing_kit:0, Firewood Polishing Kit
conarm:polishing_kit:0, Iron Polishing Kit
conarm:polishing_kit:0, Pig Iron Polishing Kit
conarm:polishing_kit:0, Knightslime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Slime Polishing Kit
conarm:polishing_kit:0, Magma Slime Polishing Kit
conarm:polishing_kit:0, Netherrack Polishing Kit
conarm:polishing_kit:0, Cobalt Polishing Kit
conarm:polishing_kit:0, Ardite Polishing Kit
conarm:polishing_kit:0, Manyullyn Polishing Kit
conarm:polishing_kit:0, Copper Polishing Kit
conarm:polishing_kit:0, Bronze Polishing Kit
conarm:polishing_kit:0, Lead Polishing Kit
conarm:polishing_kit:0, Silver Polishing Kit
conarm:polishing_kit:0, Electrum Polishing Kit
conarm:polishing_kit:0, Steel Polishing Kit
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
